Feature.ID,NuBotR1,NuBotR2,NuBotR3,NuTopR1,NuTopR2,NuTopR3,NyBotR1,NyBotR2,NyBotR3,NyTopR1,NyTopR2,NyTopR3,kingdom,phylum,class,order,family,genus,species,Consensus
e3b6350ccd5cfc983fe48094409dc9a3,342,0,75,861,509,147,2177,0,179,1097,2093,5644,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales,,,,0.999998843278478
dd9db68f84bf9527eb34886a795e08e5,2054,1253,271,1156,502,752,606,3340,1763,497,402,197,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter,,0.710398082075508
0cd6cb602dc08e9d1c63d4dddc9c5b95,1518,81,0,1661,1319,119,355,1139,115,2102,2380,1681,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.777400914291927
ba8c76fa5a602ee7a1867bcf9ae62c99,2328,212,74,987,1542,1027,1534,447,264,1006,1398,1036,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae,,,0.999942893646559
fa3750d9b9b5b30e03d0793729f88935,598,332,107,1439,2907,369,888,412,276,328,2130,2051,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Azorhizobium, s__Xanthobacter_sp.,0.966622073109335
85a8b29dd3c64524083b9582244855b7,874,2299,632,286,697,404,177,1420,3589,359,527,178,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999988894723222
27dabe10f76da637e0de00786d2c0717,1368,132,575,2155,535,2299,1490,1396,165,162,373,579,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Microvirga,,0.996757847084284
f9ca2896a88ecf80993165da470544c1,0,50,64,3037,739,192,157,0,80,0,5183,1194,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Enterobacteriaceae,,,0.936048087307162
227b497eafc7b38ba0d3d70875d5d0df,2742,57,71,1488,1058,1158,440,1078,0,672,550,1101,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.999998016844891
279ce76276570aa3a5a8c84474501cd1,645,35,245,803,1921,879,931,332,82,1241,2050,1098,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.994968792144011
349f7f5be1ac7e4831c84b5b0b34e3cd,0,0,70,1178,334,447,969,0,148,206,6342,135,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Yersiniaceae,,,0.995515480590187
094f6206fa34b205aea361a2a43d101e,189,0,0,580,450,116,1285,74,136,723,1407,3825,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales,,,,0.999998034664268
e641108719ce19f0f12d52925319d8d6,92,0,0,832,521,124,0,0,87,421,4885,1258,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Enterobacteriaceae,,,0.90860166053765
ca500331d0d4f2b4c692f9af7cee8a8a,1805,25,14,690,1024,541,336,375,96,1128,1708,365,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.852328974811302
de6238e9ea5f2d127d6d673e81dde0eb,810,165,57,1391,1718,610,768,335,167,252,886,881,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Xanthobacter,,0.962983481000501
16086d2914b60758c149d3b42851c751,1105,177,172,2428,162,1674,770,0,74,231,385,197,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia,,0.873213687187775
3693e26db90bed962d19754ca284ccd6,536,21,24,2257,560,540,981,75,30,764,860,656,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Roseateles,,0.763636221443676
764f8019b29c8f6346839d2f5f2cbbb6,704,104,0,959,1415,344,437,129,139,379,834,1573,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.983702732019377
852bc625ec131fcb9ee4e7e1ea54da47,0,51,6516,0,0,0,0,0,0,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.962526999128212
a3a59f294cf6651dab2a01d32ac073f2,373,971,622,157,144,88,100,481,3262,156,74,89,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,0.94829168542959
8c881b2457b424191a4673e0c32973a6,253,1101,1057,83,142,72,504,797,2018,38,61,330,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Dechloromonas,,0.897310796669412
3ed65c9ac4c76d8c4a9245132aa1cd6f,1113,1378,567,226,693,294,117,382,756,154,312,148,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999996582526487
a482ef17d98bddc809dec104ecd254a9,71,57,29,516,2082,132,859,52,38,57,1449,583,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,,0.999481342192905
25989fd2c000ec995bfd1b950228ed13,237,22,24,247,2376,1040,1075,0,66,0,281,500,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter,,0.995140323284348
8c8d95f8da9669a52154d370aaed0864,1015,68,65,1083,396,634,361,510,151,524,453,416,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Blastomonas,,0.90883101476268
ccd61c1c6ddc7a8895d85801c43dc9e0,25,4475,360,0,0,0,0,0,691,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999981397816289
3dd9b29e9f05ebde52ec41d5d64f6783,653,884,355,248,170,202,122,642,1635,147,53,138,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingopyxis,,0.957507179039465
262b0295014eca8aeaf93859b721f410,1027,77,269,418,451,490,198,632,380,463,493,256,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Porphyrobacter,,0.978333834229775
02e239f5ef7c14d95caa93df0bc42398,1656,32,0,399,666,348,182,137,46,388,466,505,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Porphyrobacter,,0.927886408842792
2f5d8f77c704294bf8c18c6bb6d9c2ce,1500,0,44,1009,375,271,144,332,24,334,191,331,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.997406511383379
ffac8b1eb695bd620c0e743e9f2546d8,0,73,342,2314,672,243,498,59,56,0,73,169,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax,,0.801892503894434
e8cfa4c5bdfd2fad37c8d7efd6e9a5d6,194,147,88,314,367,132,208,32,89,511,1505,588,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Duganella,,0.983263724133437
fa804319e155777e97a34ccdfcb6856e,480,39,32,203,931,917,561,61,29,57,278,582,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.788013430198368
48be23a8c2a27d13cc2c29d1af97021d,1351,26,26,242,449,49,406,141,76,616,266,468,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Brevundimonas,,0.99996455992749
1978f4df5fe6cf62066e9d114b9dc158,879,92,69,586,254,365,278,601,136,409,186,232,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter,,0.704023565419881
c87d0ab024f91f9802422f782f6d599f,118,0,0,341,526,99,227,0,0,269,1722,774,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Erwiniaceae, g__Pantoea,,0.738485253463771
47e7f4e56e4c4419a160c4ca19a09057,238,23,12,646,791,1242,593,141,0,30,103,170,d__Bacteria, p__Armatimonadota, c__Fimbriimonadia, o__Fimbriimonadales, f__Fimbriimonadaceae, g__Fimbriimonadaceae,,0.999605734927312
7396ae5c46a04ca2e51aeb434b538ee4,517,139,58,96,105,75,36,169,2037,359,170,51,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__Trachydiscus_minutus,0.998722554414625
38f2a1d43fb4ab9fe7ecd305f12eaa52,223,22,44,152,133,719,0,11,51,1453,319,441,d__Bacteria, p__Firmicutes, c__Bacilli, o__Exiguobacterales, f__Exiguobacteraceae, g__Exiguobacterium,,0.999638761815737
709784d7e2aef8241e1d3475ce976742,238,44,42,661,459,457,902,0,25,37,138,542,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.999997551144195
4fb4be24dfbc56d883e1ec8f222565b3,704,34,536,166,1060,293,52,122,307,13,122,42,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter,,0.999999677746931
ce9ed7e4bc01d490059cf2014f51c2a4,252,61,44,694,597,250,163,773,91,85,93,282,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.992356703568411
1b53a03e3f8afd9fd2fe3fc93814428f,528,39,13,536,292,737,314,86,0,169,215,434,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__Sphingomonas_wittichii,0.749471674767159
124966f9ab4dbbafdf9564260693b3f6,242,0,0,257,531,326,165,50,24,171,187,1402,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter,,0.967864618383147
354b017e48b13f01f84fd296825aab4e,11,833,1130,399,210,35,214,159,126,0,0,192,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Uliginosibacterium,,0.999986929784827
544e20eaf68b184b7337fcfdbe4d435b,204,16,26,213,698,549,151,180,0,81,571,383,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Caulobacter,,0.999805805837696
41a5b219e13f191c3deb635c2b1cbba4,0,61,298,415,526,148,564,857,74,0,27,34,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Uliginosibacterium,,0.999955017201277
b7958a01d7331ce9183c444b272677d6,0,28,0,2400,199,0,152,54,0,0,59,78,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,,0.895236956099902
eb3e1cbb1a3cf533b03e0d2677f53a05,85,9,62,235,563,426,428,47,22,0,271,817,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Azospirillales, f__Azospirillaceae, g__Niveispirillum,,0.999999310502437
2da7703c3c29b15a81fd56418ef941c7,504,0,0,75,175,0,788,0,0,836,509,76,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Microbacteriaceae, g__Curtobacterium,,0.808708354170529
1f1de6b41349dc79f20c2672bbf51302,234,267,180,122,262,159,178,655,694,42,64,93,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter,,0.999999879666145
fa7fed3e52e7aba18905dc53dd462001,72,26,11,705,546,162,341,243,32,117,448,224,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__uncultured, g__uncultured,,0.824522468894464
3ce39f6d6247fb7228ed2905ef166f1b,28,580,497,214,23,502,212,46,110,10,50,631,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,,0.980716670935325
504c73e7106b8cda71feed98631e99d8,200,98,210,178,651,45,217,0,82,119,789,266,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,,0.999779498241492
8039a23786adeb9bdf34a93f740481b5,164,400,524,102,80,70,57,121,1136,55,80,44,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,0.812072481130426
63f3f17f676a6456cdd2c83b9790aa46,82,14,32,182,383,141,595,0,8,0,267,1113,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Limnobacter,,0.911070519149504
6f5d9ababb5a32c05334977b7410ed97,56,1146,214,0,27,0,36,61,1235,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,0.852840782124128
4417a3cfa138ff05b1a5d20f7bda6da3,0,0,40,121,0,99,395,27,156,0,16,1867,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Trichococcus,,0.872698633587921
db11585f39d717ec26681651bd41400a,310,49,0,384,840,98,118,41,0,273,128,475,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Diplorickettsiales, f__Diplorickettsiaceae, g__uncultured, s__uncultured_bacterium,0.849718895084778
247522594363ddcdb0fb529e9bc6ec9c,43,123,1725,61,34,347,40,23,150,15,16,68,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Chitinibacteraceae, g__Deefgea, s__Deefgea_sp.,0.858664517289969
c9423aad6e14d865b0b9242feae781b5,41,603,144,0,20,0,263,149,1274,0,0,55,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Sulfuritalea,,0.794004354775931
0ea30682b49c914f67fac43d445e20de,349,0,0,319,362,499,179,150,0,85,91,405,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Brevundimonas,,0.999999809171898
1b34caafa009f2b7687a4b6b0b757fda,567,144,62,75,156,172,50,546,444,70,91,48,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter,,0.999999151004168
56646e53d4d5d8db2d899970ce905782,373,33,16,279,224,465,339,32,14,68,140,419,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__Roseomonas,,0.999926217823995
d5a3592cceaa98a9a1a08dcde5b94faf,0,20,23,1228,530,17,58,22,0,61,388,35,d__Bacteria, p__Firmicutes, c__Bacilli, o__Paenibacillales, f__Paenibacillaceae, g__Saccharibacillus,,0.999733947263079
9bfcea2f9c10c17527328206e77ad3f1,0,94,1430,164,0,0,41,8,18,0,0,571,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Tolumonas,,0.989217262329258
3e57d777f72890f5bd50f6d394639808,18,440,498,0,0,16,18,38,1199,10,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingorhabdus, s__uncultured_bacterium,0.723708409028378
2c774e3d6b0cd108ec71a015902fc1ee,0,913,454,0,0,0,0,45,811,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__uncultured, s__metagenome,0.753552120609132
d6b4b7cee2f004ec25e3f30e4a3d27d6,286,101,33,231,166,167,103,666,147,88,58,168,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.972564118957496
e4cc87ecea0a3a911b572b0153c38ae9,442,0,99,233,155,219,157,229,144,231,146,120,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999974763626586
f5fc1083b81247daeb78d6eb56220ed0,292,20,10,340,452,258,408,33,6,64,120,168,d__Bacteria, p__Cyanobacteria, c__Sericytochromatia, o__Sericytochromatia, f__Sericytochromatia, g__Sericytochromatia, s__Hyaloperonospora_arabidopsidis,0.766084150018087
b396a70bf10103038bdcf02470f9a073,0,923,182,0,0,0,0,111,909,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,0.999265825978882
10c9f3db7be62b61ed9b9c7ef5150e93,529,0,0,408,154,153,104,188,20,120,264,173,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Hydrogenophaga,,0.959003992592579
25cdbabed31d0c399e8ebcb686a9c265,133,439,347,116,104,0,76,193,640,0,34,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.999989732163344
017403ae58d216600733beea020b045d,519,87,26,394,259,118,146,69,106,55,30,204,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae, g__Devosia,,0.931654947160891
7a623577a1ffa59ddc3ed9741b855648,48,0,371,319,582,95,107,82,0,0,284,110,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.999994927320812
5ab6235dd4f924ce312a743fbbf090f2,0,736,472,0,0,0,0,21,739,0,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__metagenome,0.88093351826992
af739f0e5a7d7e6040c8f10b0b9c627c,283,111,79,124,79,41,74,372,277,283,151,20,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Polymorphobacter,,0.999999873569909
639293615b50f9811b717628f3a086dd,97,547,344,60,0,34,0,0,750,0,0,52,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Methylophilaceae, g__uncultured, s__uncultured_beta,0.850617549658957
06594009e1b6054ca725702371c31684,83,17,0,125,412,575,114,39,0,19,69,356,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micavibrionales, f__uncultured, g__uncultured, s__uncultured_bacterium,0.938356153848055
a9c0b466a556aa3c1ef591f9e2e2938c,54,34,0,272,440,467,170,61,0,11,66,211,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micavibrionales, f__uncultured, g__uncultured, s__metagenome,0.78295097959348
407b067f8d3b207b2e1773dc307ebc8f,83,0,0,269,434,227,158,102,0,85,246,133,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Brevundimonas,,0.999997253752776
c33b96b71457e40f6ac4a0ec1670e71d,166,0,93,271,154,278,110,0,0,162,226,259,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Hydrogenophaga,,0.935455045504639
cb001c07be14b8398a1733ce04550203,0,0,164,124,890,132,40,18,0,51,248,48,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,,0.999820229368552
766b08012a3a3592849266cff8af89df,0,453,192,0,7,0,11,25,1015,0,0,0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium,0.834071334767728
ef1149b03f9712b88aca052489d60cc2,166,688,160,163,47,121,90,26,103,0,55,66,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Methylophilaceae, g__Methylotenera,,0.809399642526166
7337ce78f4730362a539b175a4f7523e,281,0,12,99,319,160,105,62,0,47,188,384,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Cyanobacteriales, f__Cyanobacteriaceae, g__Geitlerinema_LD9, s__uncultured_Antarctic,0.958968594541873
2108fc459279cb381c4cfebad33372bd,44,237,311,40,91,91,39,32,640,0,79,26,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Rhizorhapis, s__uncultured_bacterium,0.711357646070492
6ffaa94a93988d846ddf579e30cdd910,186,265,279,63,13,58,7,84,614,32,0,17,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Methylophilaceae, g__Methylotenera, s__uncultured_Methylotenera,0.762231682304611
228127c3f703a34b43b044ef5e89db80,64,319,214,50,62,46,111,270,420,16,18,14,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas, s__uncultured_soil,0.74454522961489
9cb787357daba63692dff2ae1bb30b9e,225,0,0,122,303,47,53,0,0,77,582,186,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.861220353552849
79a86f6714f21bdcf9486424b4833c98,0,0,9,0,0,0,867,0,26,0,8,641,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Luteibacter,,0.991586205406887
f0ed1419711218d67ab419208ba13068,25,16,0,650,182,56,98,70,22,79,113,217,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Paracaedibacterales, f__Paracaedibacteraceae, g__uncultured, s__uncultured_Rickettsiales,0.752136300646244
071427da716d9006329475e29222124e,240,58,57,301,117,344,78,40,0,17,88,187,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Sediminibacterium,,0.999873218718855
79ff325ba488b5ee40e25c760a5faf32,0,497,117,0,0,0,0,0,899,0,0,0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Spirosomaceae, g__uncultured, s__uncultured_bacterium,0.90895803900467
b5707ffd793a9826a8f15bd5263316f7,83,57,127,197,0,86,552,0,88,101,111,104,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Cyanobium_PCC-6307,,0.999830510132254
8546535ca4acb08edccdf5062b7a3406,116,0,0,116,492,127,156,60,121,23,172,114,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.999989128871007
b12cebb9ed48998c0926452ad56f63e4,363,0,0,205,155,68,207,77,0,199,169,39,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sandarakinorhabdus, s__Sandarakinorhabdus_sp.,0.852141210759728
090f66af5d0d20a9ba480d6d24121ccb,446,31,22,88,160,115,64,289,81,79,38,58,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Bosea,,0.999998753568955
162675eff4a167633a4a7df358de26c0,251,73,102,99,45,89,28,231,496,52,0,0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Hyphomonadaceae, g__Hyphomonas, s__uncultured_Alphaproteobacteria,0.714096821488466
7d44fee29db0bd91fbda74e84297c8bd,411,0,31,268,87,96,92,64,128,59,24,203,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium,,0.963428235010068
