Feature.ID;NuBotR1;NuBotR2;NuBotR3;NuTopR1;NuTopR2;NuTopR3;NyBotR1;NyBotR2;NyBotR3;NyTopR1;NyTopR2;NyTopR3;kingdom;phylum;class;order;family;genus;species;Consensus
449052a3f0e8cef08b808dd230875055;0;51;31;0;0;0;0;0;148;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;metagenome;0.884389631347644
e340cf21ca583fceb2960fcb151e6fd8;0;191;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;NA;0.999962466915677
3f5dd748866166cfde8e844359c5c36b;0;106;0;0;0;0;0;0;64;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;metagenome;0.998578042038638
a102b97f5ba70ed2d8ce3933a14ca89c;0;33;20;0;0;0;0;11;98;4;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;uncultured;NA;0.74162184058486
e2cdeb55f63234fc3e6c7fa9760cd36d;0;120;17;0;0;0;0;0;21;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;NA;0.999877843105854
bb8b1eb2caa3b7d7d3f555e18b3a719e;13;35;9;3;0;0;0;31;35;17;0;2;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;IMCC26207;metagenome;0.736316012322696
147eb6c8b6346b9466c256cf37b3c2d7;0;24;4;0;0;0;0;0;78;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;NA;0.999998137580756
ee0a4dc5d40c143eb8e38c5df9261700;8;0;0;0;0;0;0;35;47;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;uncultured;uncultured;NA;0.998225887452661
900cb871c3a94fa735965f3e848efdd5;0;31;0;0;0;0;0;0;54;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;NA;NA;0.999998920908422
322c874fad6e3f7be34e6b6c2d182a00;0;0;0;0;0;0;0;0;65;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;uncultured_bacterium;0.96029526827976
0ac433c43e952b55eea6b67ba5c8c237;0;0;0;0;0;0;0;18;46;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;IMCC26207;uncultured_bacterium;0.796165337062705
e17f5275fe6f4dd74ec249d798b6d143;0;21;0;0;0;0;0;0;37;0;0;5;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA;0.999995693426669
f81a4159b94ab707a81b95f0b21fe8fd;0;23;0;0;0;0;0;0;37;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;NA;0.999110671117126
d8b7e3d24f1c0c04908ccffd303b75ec;0;0;22;0;0;0;0;0;33;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA;0.999508060266738
5f3a89ac8baf65c053bcf618ae7f94ef;0;26;0;0;0;0;0;0;24;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;metagenome;0.714116642739834
c311c138849e6d17d9586d1bfb6fe72c;0;0;0;0;0;0;0;43;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA;0.999998733916287
3094b5dc241280ce39dc0951ab2e9438;0;0;0;0;0;0;0;0;32;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;NA;NA;0.99991116241017
ebb04db4b5b7d2f9a98fb61d9da1fb15;0;0;0;0;0;0;0;0;31;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;Ilumatobacter;uncultured_bacterium;0.784284127627188
6333b380f3a4f35a16e2f21118acfdfd;0;0;0;0;0;0;0;25;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;NA;0.999544775141453
653a6c9f8f36fb8420db803abd51849f;0;0;0;0;0;0;0;0;14;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;Acidimicrobidae_bacterium;0.774111581930575
3b53bbafa2a3ce2673eb075a232ea92c;0;0;0;0;0;0;0;0;10;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;metagenome;0.938792284438655
dc28e1d128eb4af745cac247b2c7ba9a;0;0;0;0;0;0;0;0;9;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA;0.858399611903931
18fd5b53da8125c8024c62a0e4b33422;0;5;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;uncultured;uncultured;bacterium_YC-LK-LKJ22;0.930862103571232
16ffda734345497f6d505b18064fc84a;0;0;0;0;0;0;0;5;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;uncultured;NA;0.99998439976492
89a63b5409a388117998d2197305d5a2;0;0;0;0;0;0;0;0;4;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;uncultured;NA;0.996827514756506
5e6bca811ec040ccc583dff460e5e6f0;0;0;0;0;0;0;0;0;4;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;IMCC26256;IMCC26256;IMCC26256;NA;0.988476699565818
c957fd710bae00e99127860a326985ac;0;8;19;0;0;0;0;0;50;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_bacterium;0.910947416743375
abb9e08de850762cde234a91ea21ad44;0;34;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_bacterium;0.788493442481745
ef0795e21d61137bee6b2870da82b2c6;0;0;5;0;0;0;0;0;11;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;metagenome;0.966460059045156
2151870650976b581c84252417f78b5b;2;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA;0.999657984898554
d1bd6bb6db45c7610d8f4999a55f2aa7;0;0;0;0;0;0;0;0;6;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum;NA;0.948438280052762
ef3a30beab9a7d6e1dceee5308841a69;0;4;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum;NA;0.987110336576159
0c1fd95ec9bc0a11f42a633af5a985c3;0;21;19;0;0;0;0;0;13;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA;0.99999999990966
15f4b1adc7821f7f9ffb62b279260854;2;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae_(Subgroup_3);Bryobacter;NA;0.8
8520f1e81cca4b7cea5707f67546d10c;0;0;0;0;0;0;0;0;0;0;2;0;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae_(Subgroup_3);Bryobacter;NA;1
ca1cd8e4fdc13d3e04b849839639b89e;0;356;22;0;0;0;0;5;311;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;NA;NA;NA;0.833
7060abbfe20ba40422183f4e4e1157bf;0;144;29;0;0;0;0;20;151;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;NA;NA;1
41f80c80f135c08a74e32d09ca99c535;0;57;31;0;0;0;0;0;157;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;NA;NA;0.833
350d7de3bc4e9306188eb2f893fe6d4e;0;219;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA;1
351a48c9a720351e39ae1702ef42fcd9;0;25;0;0;0;0;0;0;154;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA;0.667
1ddd224af3d0e2a00c0abbcee23e73c0;0;108;0;0;0;0;0;0;68;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;NA;NA;NA;1
ebc2e3ef83caf3806d07f22de89c8b53;0;35;20;0;0;0;0;11;100;6;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Ilumatobacteraceae;NA;NA;0.778
992c5f1456807a87d3400e763c652b5b;0;130;19;0;0;0;0;0;22;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA;1
e24c796640c2e6b7c8eb5444b3a9650b;13;37;10;3;0;0;0;31;38;18;0;4;Bacteria;Acidobacteriota;Acidobacteriae;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA;1
0d9f598983aef1dd8b43231b77e33175;8;6;0;0;0;0;0;40;48;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.6
08ee616e8e9e49760e9bb66ad23e33e3;0;28;0;0;0;0;0;0;55;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.778
bdbd91dd63ea30bb9d1f7ac4c9228715;0;8;20;0;0;0;0;0;52;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Solibacterales;NA;NA;1
6f24c6a1bdf6847e3d60e39fe8e02d40;0;12;0;0;0;0;0;0;67;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.667
b0c6810c2e25e3b2e42f59bfc6d3e240;0;22;0;0;0;0;0;0;39;0;0;7;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.833
82504795738f0c047384de46649a014a;0;0;0;0;0;0;0;18;45;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;1
132bfcb8eb6c365c16a36c65cdb89fe9;0;24;0;0;0;0;0;0;38;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.6
7f76f0fb9934b2821e81dfd69606182d;0;23;20;0;0;0;0;0;16;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Solibacterales;NA;NA;1
3b9fc2cc54f23c50e5a640d9174f90ef;0;0;17;0;0;0;0;0;37;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.714
9385d2cb0103fa58c6a0da896f3c0694;0;19;0;0;0;0;0;0;32;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.714
cebda4cea08219f2d7a194f9811e49d8;10;0;0;0;0;0;0;30;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.8
8796ee42aba590fa15ed839f69c37a3e;0;34;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Solibacterales;NA;NA;0.667
6eb9a97332e942b0919297ec5a7e2bb0;0;0;0;0;0;0;0;0;34;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.75
8018de347af86d17c8d304dde23dc768;0;10;0;0;0;0;0;0;15;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.667
19e9abb8b2b04f10383045e5331bf3f3;0;0;0;0;0;0;0;14;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.6
eaba84db5ac0d2843b4f0d1662d9f0b7;0;0;0;0;0;0;0;0;14;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidimicrobiia;NA;NA;0.6
fa20d9648a2085ab58c12930ae1632d0;0;0;0;0;0;0;0;0;10;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;1
9256e70cadd8018598b70eaaba8a5e81;0;7;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidimicrobiia;NA;NA;1
db1c80953f5aa28abad610f49e057404;0;0;0;0;0;0;0;7;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;1
357804290edec6c9223310690060dbbb;0;6;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;NA;NA;NA;1
86bb16b528651a2bc3827970da5d9179;0;0;0;0;0;0;0;0;6;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.857
4ef3c8923d628e38df1f85fcc1879460;0;0;0;0;0;0;0;0;6;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;NA;NA;NA;1
94a56c4b76daa0c0e315e7e505502836;0;0;0;0;0;0;0;0;6;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;1
e5db08ba5139559a50bad49f3d99bbc6;0;0;0;0;0;0;0;0;6;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Solibacterales;NA;NA;0.6
43c41e3b4ad447d742fc1c7dfd3024b3;0;0;0;0;0;0;0;0;5;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.875
fb88fd15d3d5f607c7f208cff2e6d728;0;4;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Solibacterales;NA;NA;1
64d4826242700a88d4ac0c45d5c8f594;0;0;0;0;0;0;0;0;4;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Microtrichales;NA;NA;0.571
2b2336157c3a79462dd7036743f7e859;0;3;0;0;0;0;0;0;0;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;IMCC26256;NA;NA;1
3adf2b22831ab8d95fdc2df7c29cdc37;0;47;19;0;0;0;0;6;239;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidimicrobiia;Acidimicrobiia;NA;0.75
7c8e7bc6c5f5e27b484cd8d875799d6d;0;118;4;0;0;0;0;0;44;0;0;0;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA;1
c05ac1c6e8b90453a5bf54f361440689;0;5;0;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;NA;0.717640772339669
e52ec3ff48c7c9ccfa358555ac007d05;17;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;0.988834887738557
8b59a44009d3c20e473ced94ecff0712;0;16;12;0;0;0;0;20;48;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;uncultured;uncultured_Actinomycetales;0.991967603250365
e5c8a1e6f502d9b3bd62a96f999722ea;31;0;0;0;0;0;0;0;0;0;15;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA;0.998234327622723
ee1cec7d68b1f258218291b83ebc372e;0;0;0;0;0;0;0;0;0;27;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA;0.999981049909985
1e2a54153e58b39e2869c8ea8c71f201;0;0;0;0;0;0;0;0;11;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA;0.933745819045565
3f63b2bb1abcd29db84b6f6a43f727ee;0;0;0;0;9;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides_ganghwensis;0.741210424472343
cdf94515866ad6e618d09221bb137cdc;19;110;74;0;5;0;49;154;244;0;0;11;Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;uncultured_soil;0.999844426304035
102e98761db1a16fa4a65838a43d2c28;18;45;19;0;0;0;8;42;81;6;0;13;Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;metagenome;0.760434346957241
b3dac0395e0d2c0979ca0fc3dd31acbc;0;18;0;0;0;0;0;37;68;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;NA;0.999390844607521
954bc2a2626b159174b9265b26a016be;0;0;60;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;NA;0.99823146903534
299962b9386aab362da63906842c3039;0;0;0;0;4;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;NA;0.999801747850521
eda9fe4ee9525f721849451212c57a24;89;0;0;12;11;25;14;260;0;22;6;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;0.970406760121479
a1c6ba9b08eba65d715d8c11fbdcadba;0;0;0;0;0;0;0;74;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;0.991276217021527
29334873bf7c845438b9a7bb5f58de83;0;14;0;0;0;0;0;21;24;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;0.93339040938894
61a489c9c4603cad72f1e6ac61251c3d;0;0;19;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;NA;0.972192933659991
aa0e8b586b4ac418cbcc89f14f63bc00;0;0;0;0;0;0;0;0;16;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;NA;0.999995140789614
9c559d6c5f3e0e64677c20060c531f94;92;0;0;15;11;26;13;278;0;27;8;10;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;1
093757160a15e690b6697abd0dd37958;18;42;25;3;0;0;9;46;80;6;0;13;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;0.7
2da7703c3c29b15a81fd56418ef941c7;504;0;0;75;175;0;788;0;0;836;509;76;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;NA;0.808708354170529
891e69d9144668f53c5b02bb422c5f55;0;46;422;12;9;0;11;0;44;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;NA;0.9992592697457
9ab57218ae94d08aee75e3fb3f10a6c1;64;183;0;0;65;27;0;35;144;17;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999541125890236
4532137b672a533f2bf85b4c05106982;0;0;0;0;269;0;0;0;0;0;167;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.997120394436668
6bbf928198b5423b90e6aaf1cec45faf;148;0;0;0;59;0;0;0;0;34;38;47;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;NA;0.707739996344268
0a62a88d150cd1b58b4ce0cebb28b9af;57;0;39;47;0;0;28;43;0;39;25;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999902827919982
3b7b53aa0a6810ef3d911215d78a3640;0;12;155;0;0;10;14;0;37;0;0;13;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Limnoluna;uncultured_bacterium;0.755130057119152
4ce1a1a2c4ade1573f88a350350ba492;0;0;12;81;40;0;0;14;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Demequinaceae;Demequina;NA;0.975562331908052
4b34d791547c77a1849a461ca25feaef;29;0;0;23;11;12;0;0;0;21;10;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;NA;0.964531958928292
b71bbce968f51954bfd6102fe7b4503d;0;11;63;0;0;0;0;0;20;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999664347238955
fa81889c6f83951f4c8e8a07fd126488;0;0;0;0;0;0;0;0;0;0;67;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999164475793167
54e29828b0db82bc8cd197ce0a592ab1;0;0;0;0;0;63;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.99961492226058
757d2e39206866545010c4afcc44f748;0;18;0;0;0;0;0;0;30;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;NA;NA;0.999903364713491
2bd7b764696844db32b424879421a173;11;0;0;0;6;0;0;0;0;10;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;NA;NA;0.717922238930124
17aad8dbf597468bf8ed1a5f455e2171;0;0;0;0;0;0;0;0;0;0;0;21;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.998954251083166
913eb9b771ee7c6de7ae380bdb983b7e;0;0;0;0;0;17;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999917806097287
4f5baa352de14fb4fdad0511be8ff96b;1;0;0;13;0;0;0;0;0;0;2;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999833216233262
56e8ad26650a6c1b7d23e6a941e3d914;0;0;0;0;0;0;12;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;0.999248201045437
119eea795d97d0993d93777313bc1eb2;11;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;NA;0.992091214059028
350c82ca8bd45b6a54c0bc9200a14318;0;0;0;0;0;0;0;11;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter;NA;0.986328298948068
59b265ac8f13d84e0968d182da8ddead;0;0;7;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;MWH-Ta3;uncultured_bacterium;0.908038978617611
66c611177df5beb00badf9423a265659;0;5;0;0;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium_pityocampae;0.794064447417179
